id,points,rebounds,assists,blocks,steals,turnover,fouls,fieldGoalsPercentage,threePointsPercentage,freeThrowsPercentage,partOfteam,partOfgame
544,129,55,59,13,12,15,18,0.43,0.42,0.71,2,434
545,89,54,58,13,19,15,12,0.61,0.25,0.77,8,435
546,81,55,58,20,20,19,18,0.50,0.25,0.89,13,436
547,92,54,55,19,11,11,13,0.40,0.32,0.84,6,437
548,117,48,45,19,13,16,12,0.47,0.38,0.89,21,438
549,85,51,52,18,17,14,10,0.48,0.22,0.74,4,439
550,110,60,56,10,13,17,15,0.48,0.39,0.84,5,440
551,130,41,48,11,16,20,11,0.48,0.22,0.73,20,441
552,120,59,44,10,13,20,17,0.54,0.46,0.81,11,442
553,88,44,47,18,11,11,11,0.61,0.28,0.79,18,443
554,87,59,46,16,18,11,20,0.63,0.30,0.80,17,444
555,87,58,42,11,12,13,17,0.40,0.37,0.70,21,445
556,99,50,57,11,12,10,18,0.64,0.33,0.73,22,446
557,82,51,51,20,18,10,16,0.65,0.22,0.79,2,447
558,109,52,60,19,17,11,10,0.62,0.30,0.80,6,448
559,113,50,56,15,10,12,17,0.57,0.40,0.74,7,449
560,112,49,56,11,19,20,20,0.67,0.33,0.82,4,450
561,117,56,50,12,19,13,15,0.65,0.44,0.89,17,451
562,125,57,53,18,13,16,10,0.41,0.47,0.80,27,452
563,128,40,58,16,15,19,11,0.61,0.26,0.80,23,453
564,106,60,42,20,12,15,15,0.53,0.37,0.83,21,454
565,102,43,58,10,16,11,16,0.41,0.28,0.74,21,455
566,128,47,55,19,19,15,17,0.56,0.33,0.87,18,456
567,97,47,42,15,13,17,20,0.42,0.24,0.70,5,457
568,93,58,49,13,18,19,11,0.69,0.33,0.79,21,458
569,127,47,40,16,17,10,17,0.54,0.28,0.78,10,459
570,104,59,52,11,13,20,14,0.52,0.27,0.70,12,460
571,80,55,52,13,13,14,17,0.56,0.34,0.75,14,461
572,107,43,51,18,15,13,14,0.58,0.35,0.76,20,462
573,105,52,44,11,15,15,10,0.68,0.21,0.77,25,463
574,87,54,49,14,15,20,11,0.66,0.40,0.82,23,464
575,97,45,57,20,15,14,20,0.54,0.42,0.81,24,465
576,91,46,55,13,12,13,13,0.53,0.40,0.76,23,466
577,110,57,52,17,12,15,16,0.52,0.46,0.75,8,467
578,102,42,45,14,13,20,10,0.48,0.48,0.74,23,468
579,113,55,53,10,11,12,17,0.48,0.40,0.75,29,469
580,97,56,56,19,15,16,19,0.69,0.39,0.75,4,470
581,130,40,60,12,17,15,18,0.65,0.24,0.75,6,471
582,107,58,51,17,15,17,16,0.69,0.43,0.85,6,472
583,125,59,57,19,14,18,14,0.45,0.28,0.81,28,473
584,102,57,48,14,14,20,11,0.58,0.34,0.79,23,474
585,86,49,57,17,12,13,11,0.48,0.50,0.78,4,475
586,106,54,44,19,19,13,16,0.41,0.28,0.82,13,476
587,84,51,53,18,16,19,14,0.52,0.29,0.88,26,477
588,80,51,59,15,12,20,16,0.52,0.39,0.86,8,478
589,128,60,48,11,12,20,17,0.65,0.38,0.80,12,479
590,128,60,57,12,16,20,12,0.66,0.26,0.83,26,480
591,96,56,56,14,10,18,15,0.65,0.31,0.70,8,481
592,114,49,42,11,19,13,20,0.67,0.41,0.86,6,482
593,85,53,60,20,16,13,12,0.61,0.29,0.71,20,483
594,127,52,55,16,14,14,18,0.64,0.26,0.81,6,484
595,126,41,47,20,12,14,18,0.41,0.21,0.83,29,485
596,88,54,53,17,20,19,12,0.54,0.41,0.75,24,486
597,115,41,51,13,18,12,16,0.61,0.44,0.82,16,487
598,87,60,59,20,16,15,10,0.47,0.46,0.83,29,488
599,87,43,40,10,10,16,13,0.58,0.44,0.88,9,489
600,115,59,43,15,13,17,12,0.62,0.21,0.81,2,490
601,109,59,47,20,11,15,15,0.60,0.30,0.86,14,491
602,84,52,42,10,18,14,15,0.40,0.37,0.88,16,492
603,120,44,54,10,20,12,16,0.65,0.33,0.76,13,493
604,115,44,45,17,13,17,16,0.42,0.37,0.88,25,494
605,110,57,50,19,19,14,12,0.52,0.39,0.84,7,495
606,81,40,53,20,17,15,17,0.59,0.44,0.77,23,496
607,128,52,54,13,15,18,12,0.67,0.23,0.72,23,497
608,85,47,59,18,15,14,18,0.44,0.35,0.84,13,498
609,107,40,49,14,11,11,18,0.52,0.40,0.86,3,499
610,82,50,58,12,16,16,19,0.53,0.31,0.73,2,500
611,81,57,54,13,17,17,14,0.40,0.25,0.75,12,501
612,124,45,51,11,14,10,20,0.64,0.43,0.79,17,502
613,109,50,52,14,18,19,15,0.53,0.41,0.75,11,503
614,122,46,53,11,10,17,20,0.52,0.36,0.82,22,504
615,112,57,55,12,18,17,17,0.57,0.46,0.78,13,505
616,89,58,48,12,14,10,16,0.66,0.44,0.73,4,506
617,87,46,42,19,17,14,11,0.63,0.48,0.77,20,507
618,89,53,60,15,12,14,15,0.57,0.37,0.78,16,508
619,119,54,41,15,14,11,14,0.69,0.41,0.71,19,509
620,121,44,50,12,17,10,20,0.50,0.24,0.71,19,510
621,126,47,46,18,16,14,14,0.42,0.39,0.74,17,511
622,81,50,47,10,11,20,10,0.49,0.33,0.76,11,512
623,86,54,40,19,19,10,13,0.41,0.23,0.73,30,513
624,96,55,52,12,10,20,15,0.55,0.42,0.89,3,514
625,125,41,45,11,12,17,17,0.63,0.48,0.83,2,515
626,126,51,44,15,11,17,17,0.59,0.29,0.85,16,516
627,86,47,48,14,10,11,15,0.42,0.32,0.86,10,517
628,82,58,53,10,18,11,18,0.58,0.34,0.72,20,518
629,111,42,41,10,11,17,16,0.41,0.23,0.73,5,519
630,102,45,60,12,19,16,12,0.51,0.23,0.83,21,520
631,90,43,47,12,15,10,12,0.44,0.41,0.90,23,521
632,86,46,43,18,17,12,16,0.50,0.23,0.72,11,522
633,115,47,60,18,14,18,19,0.45,0.26,0.81,10,523
634,124,57,56,13,15,13,14,0.42,0.29,0.74,14,524
635,106,56,40,19,14,18,11,0.66,0.24,0.87,5,525
636,80,54,50,16,10,16,15,0.53,0.32,0.87,29,526
637,105,47,48,15,13,12,15,0.46,0.20,0.84,24,527
638,117,44,43,16,13,15,12,0.70,0.49,0.89,5,528
639,83,56,59,15,15,19,18,0.68,0.22,0.88,30,529
640,113,54,46,18,17,11,15,0.63,0.44,0.86,6,530
641,108,54,60,11,10,14,11,0.42,0.32,0.81,20,531
642,115,57,49,16,17,16,14,0.57,0.23,0.80,14,532
643,100,51,47,10,20,16,12,0.43,0.29,0.73,5,533
644,89,41,50,13,11,18,15,0.53,0.45,0.83,21,534
645,110,50,49,14,14,15,16,0.40,0.40,0.73,12,535
646,100,56,60,20,16,19,18,0.52,0.47,0.85,30,536
647,93,47,43,13,20,18,19,0.64,0.26,0.79,23,537
648,124,41,42,16,19,16,17,0.56,0.45,0.70,7,538
649,95,48,55,11,20,16,16,0.55,0.45,0.71,7,539
650,96,45,57,11,13,11,20,0.63,0.34,0.73,9,540
651,120,54,57,18,13,17,20,0.41,0.41,0.77,13,541
652,104,53,46,15,19,18,20,0.58,0.44,0.84,24,542
653,99,47,47,13,12,20,10,0.65,0.39,0.89,14,543
654,84,43,59,10,17,11,12,0.70,0.35,0.84,8,544
655,83,58,52,19,14,14,13,0.59,0.34,0.83,1,545
656,87,54,47,17,18,16,14,0.47,0.36,0.86,5,546
657,83,57,40,19,17,18,12,0.48,0.46,0.86,26,547
658,96,42,51,13,11,15,15,0.47,0.32,0.82,14,548
659,106,60,55,15,16,15,19,0.43,0.30,0.83,15,549
660,96,58,56,20,19,16,12,0.70,0.24,0.88,29,550
661,123,45,46,12,12,14,16,0.41,0.40,0.75,16,551
662,112,41,60,12,17,11,18,0.50,0.32,0.70,18,552
663,90,47,56,10,15,15,17,0.67,0.28,0.87,14,553
664,120,44,51,15,17,10,11,0.55,0.34,0.85,22,554
665,98,55,52,16,14,15,19,0.46,0.48,0.90,18,555
666,118,50,43,16,15,17,15,0.53,0.38,0.79,5,556
667,125,55,51,13,11,11,14,0.50,0.31,0.73,8,557
668,120,45,49,10,16,17,10,0.52,0.47,0.82,24,558
669,102,48,46,15,15,20,18,0.46,0.49,0.75,23,559
670,108,51,57,11,16,15,12,0.42,0.28,0.89,28,560
671,96,52,51,18,19,18,19,0.67,0.21,0.79,16,561
672,89,59,44,16,12,16,12,0.63,0.48,0.89,20,562
673,100,47,52,15,16,19,10,0.47,0.21,0.87,17,563
674,124,58,45,11,14,10,18,0.44,0.37,0.72,18,564
675,109,57,42,19,16,17,19,0.50,0.46,0.70,26,565
676,105,41,47,15,11,20,12,0.49,0.24,0.80,9,566
677,128,51,47,11,19,13,18,0.62,0.30,0.74,6,567
678,105,59,57,12,19,13,14,0.67,0.24,0.87,30,568
679,118,54,59,14,10,19,13,0.57,0.35,0.89,8,569
680,110,48,54,11,17,10,17,0.66,0.38,0.85,25,570
681,120,50,42,20,18,14,20,0.42,0.47,0.74,12,571
682,128,44,57,15,12,12,17,0.41,0.39,0.80,4,572
683,90,58,42,19,19,19,16,0.47,0.23,0.81,28,573
684,88,40,44,11,19,13,13,0.60,0.21,0.79,25,574
685,102,48,58,19,12,18,17,0.61,0.33,0.82,18,575
686,100,45,53,15,17,19,19,0.68,0.43,0.73,1,576
687,108,46,43,14,15,13,12,0.50,0.38,0.80,23,577
688,96,58,44,11,20,20,19,0.70,0.38,0.71,18,578
689,125,56,58,13,19,20,11,0.63,0.33,0.80,13,579
690,104,50,42,15,11,15,12,0.61,0.41,0.70,8,580
691,87,59,59,16,18,12,12,0.59,0.38,0.89,8,581
692,106,42,40,11,10,11,10,0.59,0.24,0.90,10,582
693,98,49,56,17,19,10,19,0.60,0.20,0.89,3,583
694,105,40,42,20,16,10,15,0.53,0.28,0.82,25,584
695,95,60,57,20,13,20,16,0.59,0.44,0.88,12,585
696,121,46,55,17,12,11,10,0.59,0.22,0.82,16,586
697,110,54,54,16,13,19,18,0.61,0.30,0.74,16,587
698,129,42,41,11,20,18,10,0.41,0.35,0.86,23,588
699,129,59,53,11,11,20,14,0.46,0.38,0.83,28,589
700,92,42,60,10,16,17,16,0.46,0.37,0.87,11,590
701,100,48,40,11,15,11,11,0.65,0.24,0.89,15,591
702,100,59,49,17,11,16,14,0.42,0.21,0.75,20,592
703,103,51,49,15,12,13,11,0.70,0.22,0.89,29,593
704,120,45,45,12,10,18,16,0.43,0.30,0.72,16,594
705,110,52,53,10,10,15,10,0.41,0.40,0.73,21,595
706,102,56,55,13,12,10,16,0.41,0.27,0.71,30,596
707,104,58,56,19,12,10,11,0.47,0.23,0.89,15,597
708,84,49,50,10,17,10,12,0.68,0.49,0.88,10,598
709,117,57,47,14,11,18,15,0.51,0.40,0.84,16,599
710,84,53,52,17,18,20,11,0.68,0.46,0.72,11,600
711,120,43,50,14,17,20,17,0.51,0.40,0.89,7,601
712,123,56,50,17,20,20,19,0.53,0.27,0.83,21,602
713,123,57,42,13,19,17,18,0.60,0.33,0.89,28,603
714,83,52,40,20,16,17,17,0.42,0.34,0.71,30,604
715,93,58,46,11,17,19,19,0.43,0.38,0.87,24,605
716,112,51,44,18,20,19,18,0.45,0.32,0.71,2,606
717,127,46,46,11,13,14,12,0.66,0.33,0.87,26,607
718,85,54,43,19,10,18,17,0.52,0.34,0.73,16,608
719,112,57,48,14,20,19,15,0.55,0.20,0.88,26,609
720,116,44,42,20,10,18,13,0.49,0.27,0.87,2,610
721,92,60,46,20,15,14,19,0.43,0.45,0.89,18,611
722,111,46,48,11,15,12,10,0.66,0.39,0.78,9,612
723,124,50,55,15,13,11,10,0.48,0.32,0.77,13,613
724,90,45,44,16,20,16,13,0.41,0.45,0.74,29,614
725,114,52,49,19,15,11,18,0.49,0.21,0.90,23,615
726,123,58,57,14,14,14,20,0.43,0.42,0.80,13,616
727,93,45,60,11,15,13,12,0.55,0.47,0.78,8,617
728,93,57,42,10,16,14,13,0.51,0.35,0.77,17,618
729,100,52,58,20,13,17,18,0.53,0.46,0.81,6,619
730,87,59,52,12,19,16,14,0.69,0.42,0.84,19,620
731,94,58,49,18,12,15,19,0.54,0.45,0.90,17,621
732,96,45,56,15,17,17,11,0.64,0.41,0.81,1,622
733,118,60,49,16,19,14,14,0.46,0.38,0.75,12,623
734,95,40,54,18,13,18,11,0.47,0.26,0.80,9,624
735,89,40,54,16,19,20,14,0.58,0.45,0.79,19,625
736,129,51,49,15,12,15,15,0.42,0.25,0.72,6,626
737,99,56,60,19,11,16,18,0.65,0.42,0.83,7,627
738,86,57,50,11,16,16,15,0.48,0.22,0.78,28,628
739,121,60,48,10,13,11,15,0.61,0.22,0.71,9,629
740,83,43,50,12,11,13,13,0.66,0.26,0.75,30,630
741,95,59,44,20,14,15,19,0.43,0.40,0.71,5,631
742,116,49,40,17,19,19,11,0.54,0.50,0.74,22,632
743,109,54,56,10,20,15,15,0.63,0.27,0.72,12,633
744,90,40,56,13,13,17,12,0.56,0.30,0.85,27,634
745,116,44,45,11,20,20,15,0.46,0.44,0.82,27,635
746,115,50,57,15,13,20,12,0.66,0.47,0.86,22,636
747,108,41,44,19,18,13,19,0.41,0.39,0.72,13,637
748,120,54,50,11,16,12,14,0.67,0.36,0.85,1,638
749,94,47,47,18,20,20,12,0.48,0.29,0.87,4,639
750,82,57,50,11,16,11,19,0.64,0.28,0.79,17,640
751,90,59,40,14,11,11,18,0.43,0.49,0.75,24,641
752,82,57,45,17,19,11,17,0.60,0.23,0.74,26,642
753,128,43,42,10,14,18,15,0.49,0.40,0.78,9,643
754,129,58,52,16,13,14,18,0.67,0.23,0.77,25,644
755,122,43,55,12,13,11,13,0.69,0.46,0.78,2,645
756,84,45,60,15,14,11,12,0.64,0.49,0.78,29,646
757,107,43,60,15,18,17,12,0.48,0.32,0.79,14,647
758,93,50,45,16,15,15,13,0.47,0.43,0.83,25,648
759,111,48,59,16,20,14,12,0.51,0.31,0.74,25,649
760,111,54,44,13,15,19,20,0.42,0.40,0.90,22,650
761,104,59,42,19,17,13,18,0.58,0.33,0.87,24,651
762,106,51,56,16,10,12,19,0.44,0.22,0.78,3,652
763,109,47,55,10,16,20,12,0.69,0.20,0.72,17,653
764,129,49,52,11,16,14,14,0.41,0.50,0.83,29,654
765,119,56,49,12,17,11,18,0.70,0.35,0.84,14,655
766,122,59,42,20,12,15,12,0.58,0.35,0.83,25,656
767,115,56,47,14,16,11,17,0.47,0.32,0.72,19,657
768,98,40,47,16,16,18,14,0.48,0.37,0.89,24,658
769,101,50,40,11,11,16,15,0.64,0.32,0.80,9,659
770,102,49,56,15,17,11,17,0.58,0.20,0.86,6,660
771,90,59,52,13,18,17,20,0.55,0.35,0.81,21,661
772,105,52,54,13,13,12,17,0.49,0.38,0.87,15,662
773,125,45,49,16,15,18,18,0.57,0.23,0.83,13,663
774,87,56,58,16,14,20,10,0.45,0.32,0.89,28,664
775,127,58,53,14,10,17,19,0.70,0.37,0.78,19,665
776,116,47,42,10,11,13,15,0.61,0.26,0.85,19,666
777,112,59,46,17,19,15,12,0.70,0.48,0.75,20,667
778,115,48,47,11,10,16,16,0.65,0.49,0.79,26,668
779,122,48,53,13,10,12,20,0.46,0.26,0.83,30,669
780,110,53,45,15,15,20,13,0.56,0.27,0.79,6,670
781,91,42,59,17,11,19,11,0.67,0.32,0.74,28,671
782,86,51,51,12,12,20,10,0.66,0.45,0.89,27,672
783,105,44,59,19,18,18,20,0.63,0.48,0.81,19,673
784,94,59,47,15,10,19,17,0.62,0.43,0.79,13,674
785,86,48,59,12,16,12,14,0.67,0.35,0.72,9,675
786,101,50,40,20,20,18,12,0.45,0.21,0.79,22,676
787,87,44,59,14,11,18,17,0.58,0.49,0.77,27,677
788,99,53,57,11,19,11,17,0.60,0.35,0.86,28,678
789,84,60,57,10,19,17,14,0.50,0.42,0.87,18,679
790,82,42,42,19,12,19,11,0.54,0.46,0.84,7,680
791,97,60,41,12,14,17,13,0.46,0.26,0.79,29,681
792,105,47,52,11,16,10,11,0.44,0.36,0.71,18,682
793,91,49,47,12,12,12,16,0.50,0.46,0.74,2,683
794,83,54,40,15,11,10,14,0.45,0.27,0.84,8,684
795,108,55,42,13,17,13,12,0.68,0.36,0.85,3,685
796,112,41,45,14,20,12,16,0.52,0.43,0.87,28,686
797,101,51,58,12,13,10,11,0.47,0.45,0.84,1,687
798,113,52,48,20,13,12,19,0.50,0.41,0.83,6,688
799,85,60,41,17,11,12,17,0.47,0.36,0.89,30,689
800,95,57,59,16,17,18,13,0.52,0.49,0.78,27,690
801,117,43,46,16,13,15,13,0.66,0.40,0.86,22,691
802,96,44,53,17,16,16,11,0.69,0.23,0.76,18,692
803,114,41,58,17,11,13,20,0.61,0.39,0.80,12,693
804,117,59,44,15,18,19,11,0.54,0.49,0.82,18,694
805,125,56,41,19,10,20,20,0.68,0.35,0.86,11,695
806,110,57,51,16,20,13,17,0.47,0.37,0.88,21,696
807,80,52,52,10,19,15,10,0.47,0.36,0.70,3,697
808,126,46,60,18,10,13,14,0.50,0.25,0.72,25,698
809,105,49,50,15,13,19,17,0.50,0.22,0.76,12,699
810,111,58,49,19,17,20,14,0.41,0.42,0.83,8,700
811,113,55,60,17,19,10,18,0.64,0.41,0.75,19,701
812,84,47,54,14,13,20,18,0.40,0.44,0.84,6,702
813,86,58,54,19,12,12,12,0.41,0.31,0.83,14,703
814,108,53,46,20,12,18,11,0.49,0.32,0.73,28,704
815,81,43,48,17,19,16,20,0.54,0.34,0.80,17,705
816,80,56,44,16,20,18,12,0.50,0.42,0.81,18,706
817,117,55,54,16,19,18,18,0.66,0.21,0.84,27,707
818,122,41,59,18,15,18,16,0.46,0.20,0.85,26,708
819,113,55,56,17,20,19,15,0.41,0.41,0.87,6,709
820,88,59,56,14,15,17,10,0.56,0.23,0.77,24,710
821,102,47,55,20,14,17,14,0.47,0.46,0.79,5,711
822,98,43,42,20,20,13,15,0.64,0.42,0.80,21,712
823,100,58,60,14,17,15,12,0.49,0.25,0.74,16,713
824,119,58,41,13,12,14,17,0.66,0.47,0.81,23,714
825,84,45,56,11,13,19,19,0.43,0.20,0.76,6,715
826,130,45,41,17,17,14,11,0.52,0.28,0.79,16,716
827,106,48,45,13,19,15,13,0.59,0.49,0.70,25,717
828,102,53,53,14,20,13,20,0.51,0.39,0.75,9,718
829,118,46,40,11,20,12,15,0.58,0.21,0.90,12,719
830,107,57,59,10,18,18,15,0.63,0.48,0.70,26,720
831,104,49,59,20,18,12,19,0.70,0.35,0.77,24,721
832,112,41,60,10,13,13,11,0.64,0.26,0.88,12,722
833,105,50,59,15,13,20,13,0.50,0.34,0.79,14,723
834,84,42,53,18,20,17,16,0.67,0.28,0.81,2,724
835,128,51,41,20,20,13,20,0.50,0.37,0.86,9,725
836,97,40,56,18,17,11,18,0.48,0.44,0.89,12,726
837,106,60,59,14,13,18,16,0.58,0.39,0.90,15,727
838,89,57,49,18,14,15,14,0.65,0.37,0.88,17,728
839,101,59,49,15,17,12,10,0.61,0.31,0.75,29,729
840,82,49,58,11,20,13,18,0.55,0.32,0.88,10,730
841,119,55,52,13,15,10,13,0.54,0.26,0.77,13,731
842,107,52,50,11,19,10,18,0.65,0.48,0.75,15,732
843,98,57,58,15,20,16,11,0.62,0.29,0.74,24,733
844,110,55,58,11,14,19,12,0.45,0.22,0.88,16,734
845,115,46,52,11,15,12,13,0.59,0.22,0.87,26,735
846,91,60,40,11,17,20,16,0.60,0.43,0.84,8,736
847,128,50,53,18,13,19,10,0.55,0.46,0.89,27,737
848,116,59,49,17,14,12,11,0.45,0.21,0.70,29,738
849,84,52,43,14,20,15,11,0.63,0.47,0.80,16,739
850,117,50,56,15,18,14,17,0.49,0.28,0.87,18,740
851,110,51,46,17,11,16,15,0.44,0.40,0.87,20,741
852,93,58,40,18,14,11,12,0.45,0.28,0.81,25,742
853,122,56,46,20,19,13,11,0.56,0.41,0.71,3,743
854,96,57,53,10,17,14,13,0.49,0.45,0.76,1,744
855,88,52,55,10,12,20,11,0.41,0.42,0.88,21,745
856,123,53,42,13,19,19,17,0.62,0.32,0.70,19,746
857,84,49,52,15,11,12,13,0.52,0.30,0.83,14,747
858,91,42,55,18,12,19,11,0.54,0.37,0.84,18,748
859,129,43,45,13,13,13,20,0.54,0.43,0.77,14,749
860,98,45,45,17,17,16,20,0.40,0.36,0.77,30,750
861,109,60,56,17,18,13,15,0.49,0.29,0.75,10,751
862,84,42,50,15,16,20,20,0.44,0.45,0.80,14,752
863,83,58,60,18,12,11,11,0.45,0.22,0.77,13,753
864,108,57,50,15,13,19,19,0.57,0.39,0.90,8,754
865,102,55,53,20,13,19,16,0.43,0.37,0.85,27,755
866,118,57,51,13,13,12,20,0.65,0.38,0.84,13,756
867,122,44,54,13,10,20,11,0.51,0.42,0.74,24,757
868,114,60,54,20,18,20,18,0.54,0.34,0.73,18,758
869,119,40,56,18,19,17,18,0.58,0.25,0.88,28,759
870,92,47,60,18,19,16,11,0.66,0.29,0.73,4,760
871,97,51,47,14,11,11,11,0.53,0.22,0.81,25,761
872,95,59,54,20,11,11,11,0.55,0.26,0.70,13,762
873,126,51,47,10,18,14,12,0.50,0.22,0.87,29,763
874,127,60,60,11,11,11,20,0.51,0.38,0.89,27,764
875,97,49,45,15,15,10,13,0.47,0.36,0.84,20,765
876,81,58,52,19,12,17,14,0.53,0.41,0.82,28,766
877,102,53,45,11,10,12,14,0.50,0.24,0.89,16,767
878,110,54,52,14,13,13,18,0.54,0.34,0.86,29,768
879,130,56,45,14,20,10,16,0.50,0.34,0.73,7,769
880,104,53,49,15,19,12,13,0.61,0.45,0.76,30,770
881,107,40,41,13,19,20,15,0.41,0.22,0.83,14,771
882,80,47,42,11,14,20,15,0.55,0.42,0.90,19,772
883,97,44,59,12,12,19,15,0.42,0.43,0.73,18,773
884,114,54,57,20,12,15,16,0.41,0.25,0.72,8,774
885,98,42,55,11,20,11,20,0.43,0.24,0.88,29,775
886,103,51,44,10,20,19,15,0.67,0.32,0.71,25,776
887,119,43,56,11,20,14,18,0.54,0.47,0.84,23,777
888,120,58,60,17,10,14,11,0.43,0.28,0.81,7,778
889,125,52,45,15,10,11,17,0.55,0.36,0.86,29,779
890,130,54,52,14,14,19,20,0.47,0.23,0.73,10,780
891,127,54,45,17,14,10,13,0.44,0.37,0.71,26,781
892,108,58,50,18,11,19,19,0.51,0.26,0.76,9,782
893,114,44,44,15,16,20,20,0.58,0.38,0.79,11,783
894,101,44,41,15,12,15,14,0.55,0.40,0.87,4,784
895,114,58,50,15,18,17,17,0.67,0.47,0.72,7,785
896,120,40,58,13,20,13,11,0.42,0.27,0.87,20,786
897,128,47,59,11,13,17,20,0.41,0.40,0.84,17,787
898,109,59,53,15,20,10,11,0.62,0.40,0.90,26,788
899,115,47,41,18,19,16,11,0.47,0.43,0.71,27,789
900,94,49,58,14,15,11,19,0.50,0.41,0.86,27,790
901,130,51,43,14,16,20,10,0.66,0.31,0.76,30,791
902,123,47,54,11,11,14,20,0.68,0.23,0.75,25,792
903,121,43,54,13,20,13,10,0.65,0.43,0.70,15,793
904,113,45,42,18,11,14,18,0.52,0.32,0.76,15,794
905,116,50,56,17,12,12,15,0.46,0.36,0.73,7,795
906,106,49,41,16,16,12,14,0.43,0.45,0.88,19,796
907,107,40,51,10,17,14,17,0.58,0.45,0.74,7,797
908,89,41,58,20,18,19,14,0.49,0.30,0.74,19,798
909,93,58,40,14,12,12,15,0.64,0.39,0.84,5,799
910,81,60,52,14,16,19,10,0.48,0.49,0.88,18,800
911,110,51,60,10,20,10,19,0.46,0.43,0.70,14,801
912,124,47,57,10,16,11,18,0.44,0.49,0.89,6,802
913,92,40,40,20,12,14,19,0.60,0.46,0.72,13,803
914,104,42,40,13,15,20,13,0.53,0.50,0.76,22,804
915,80,45,59,18,19,14,20,0.67,0.28,0.87,27,805
916,114,51,58,14,17,13,18,0.58,0.29,0.74,6,806
917,103,48,48,12,19,12,13,0.62,0.26,0.86,29,807
918,113,40,58,13,11,17,10,0.61,0.46,0.74,10,808
919,113,44,56,13,11,17,12,0.69,0.36,0.71,26,809
920,89,52,58,15,13,16,20,0.65,0.22,0.86,10,810
921,117,58,50,17,19,13,17,0.41,0.30,0.74,2,811
922,120,58,60,11,19,12,15,0.68,0.30,0.70,29,812
923,108,55,43,18,14,10,18,0.53,0.36,0.83,23,813
924,123,52,58,18,11,17,19,0.45,0.33,0.88,28,814
925,87,54,55,10,18,18,19,0.56,0.48,0.84,12,815
926,109,52,56,14,19,14,18,0.52,0.41,0.82,12,816
927,112,59,54,14,16,16,19,0.43,0.36,0.77,20,817
928,114,47,56,11,18,13,16,0.51,0.33,0.73,10,818
929,114,60,40,13,17,14,11,0.62,0.33,0.81,17,819
930,89,44,47,13,13,19,20,0.59,0.28,0.86,10,820
931,103,49,41,16,15,16,19,0.63,0.47,0.79,23,821
932,86,54,44,14,18,14,16,0.45,0.35,0.75,25,822
933,107,44,42,10,17,12,13,0.66,0.39,0.78,13,823
934,85,52,56,13,10,18,19,0.66,0.50,0.86,11,824
935,112,54,46,12,13,20,15,0.44,0.36,0.73,29,825
936,119,57,44,18,15,18,16,0.64,0.50,0.82,3,826
937,86,43,41,19,13,10,16,0.56,0.28,0.71,6,827
938,126,46,44,12,11,13,16,0.46,0.27,0.78,30,828
939,99,46,60,13,15,18,18,0.42,0.36,0.85,27,829
940,80,40,43,20,10,10,20,0.50,0.25,0.76,16,830
941,95,55,40,18,18,11,12,0.51,0.36,0.78,12,831
942,81,54,50,11,12,14,16,0.43,0.46,0.80,2,832
943,113,47,55,13,12,17,16,0.50,0.39,0.76,9,833
944,99,53,44,18,15,11,15,0.66,0.31,0.86,13,834
945,87,55,46,20,13,11,11,0.52,0.29,0.73,5,835
946,130,52,46,12,15,12,13,0.67,0.38,0.70,14,836
947,107,45,52,13,11,18,14,0.43,0.22,0.89,23,837
948,107,48,59,17,13,18,17,0.50,0.47,0.76,11,838
949,106,41,50,19,18,16,11,0.55,0.46,0.83,8,839
950,86,46,49,13,16,18,10,0.41,0.27,0.73,4,840
951,87,40,53,20,18,11,14,0.41,0.21,0.73,10,841
952,87,58,47,18,14,17,18,0.58,0.31,0.87,12,842
953,128,48,46,11,18,20,19,0.69,0.45,0.83,27,843
954,111,49,53,14,10,12,14,0.43,0.21,0.81,30,844
955,102,58,48,15,14,14,13,0.52,0.43,0.71,10,845
956,105,41,44,12,13,12,18,0.41,0.47,0.89,20,846
957,94,57,60,19,13,17,18,0.53,0.23,0.74,29,847
958,80,43,58,12,12,16,14,0.66,0.41,0.73,2,848
959,122,59,53,19,11,17,15,0.49,0.45,0.71,7,849
960,125,54,55,13,13,11,16,0.51,0.25,0.82,20,850
961,96,41,51,15,13,20,18,0.62,0.36,0.88,11,851
962,84,60,56,11,17,10,19,0.41,0.23,0.88,22,852
963,101,50,47,12,15,14,20,0.68,0.45,0.82,12,853
964,130,53,45,18,19,13,17,0.55,0.44,0.84,12,854
965,97,50,45,14,13,15,20,0.46,0.24,0.90,6,855
966,116,47,52,11,10,19,16,0.53,0.43,0.78,25,856
967,96,54,40,18,17,12,20,0.44,0.20,0.89,11,857
968,93,44,57,17,10,13,13,0.69,0.33,0.71,12,858
969,90,54,42,15,13,14,11,0.42,0.40,0.80,3,859
970,91,60,57,19,10,10,18,0.63,0.35,0.84,25,860
971,82,53,50,20,16,15,12,0.64,0.35,0.89,16,861
972,104,51,48,10,17,16,11,0.67,0.28,0.84,10,862
973,94,40,60,10,10,19,12,0.66,0.47,0.83,21,863
974,105,53,43,13,14,20,15,0.42,0.21,0.81,16,864
975,100,55,46,11,14,14,11,0.40,0.21,0.70,4,865
976,108,44,48,14,13,16,17,0.54,0.24,0.75,17,866
977,94,42,40,13,19,13,12,0.65,0.25,0.86,15,867
978,126,49,44,10,13,17,12,0.67,0.27,0.88,13,868
